序号,诉求内容
7406,2016年8月，新华社播发了《疲惫的河流??北京凉水河调查》，报道了这条北京南部地区主要河流之一的水污染情况。凉水河，曾是北京南城最大的污水排放地，因每年两岸部分污水直排河流受到污染，被市民称为“臭水河”。在各级领导关心下，各级党委政府努力下，近年来凉水河污染得到缓解，环境有了改善，但是，凉水河大红门段污染相对其他地区依然严重，河道中水流乌黑恶臭、污泥堆积、特别是滋养了非常多多的白纹伊蚊，由于白纹伊蚊既是一种攻击性很强的蚊子，也是一种重要的病毒媒介，它可以传播很多病原体，包括登革热、罗斯河病毒和西尼罗病毒。已经严重危害了延河流域彩虹城小区等周边居民的健康。建议：市水务局、丰台区等单位部门尽早治理。落实好市委书记蔡奇同志到丰台区就大红门地区规划建设调查研究，做出的指示精神，进一步抓好凉水河生态治理，扩大绿色景观空间。
14038,2020年3月31日，下午我在颐和园北门外河道里看见几个人游野泳，希望有关部门前去制止和管理一下。=========================================注：此单为微信服务号简易工单，内容为网民原文，市中心未做整理。工单来源：微信服务号
8331,"2021.7.6凌晨2:35-3:00因开窗睡觉 空气很臭 前期打过电话 希望有关部门能重视！！！=========================================注：此单为北京通简易工单，内容为网民原文。工单来源：北京通注：参考热线-210622-001326：市民反映，自己家在通州区富力尚悦居，小区经常能闻到凉水河传出来的臭味，味道很重，影响居民正常生活，希望尽快解决。来电反映异味扰民问题。【通州区：马驹桥镇:针对此问题,经通州区马驹桥镇政府核实,市民主要诉求点为空气异味问题,经我镇环保部门核实,我镇富力尚悦居小区紧邻凉水河,凉水河对岸为亦庄开发区,市民称味道由北向南迎来,为凉水河异味,凉水河已于2020年7月30日管理权限交由凉水河管理处管理,烦请转派凉水河管理处协调处理。】"
10764,20210103-10:48，西城区高粱桥（转河）东北侧（靠近城铁一侧），有白色暴露垃圾，景观石上有单间出租小广告，举报多次，未解决。职能部门须根治违法违规行为！在北京通12345查看举报现场照片，再核实办理举报事项。举报办理结果发送电子邮箱：举报手机号~~~~~qq.com（须有办件部门、办件人和电话、现场照片标明时间地点）！========================================= 注：此单为北京通简易工单，内容为网民原文。工单来源：北京通注：经市中心与西城区核实---市民反映地点在转河的西岸，此位置非展览路街道辖区，属海淀区北下关街道辖区，烦请市中心转海淀区处理。
9292,2021年5月13日7点30分晨练时发现海淀区北三环蓟门桥北侧10-20米小月河河道当中东侧管口正在排水，水体呈乳白色，疑似排污，手机中有现场照片=============================注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号
272,"2023年04月19日，称其家住北京市市辖区密云区冯家峪镇西苍峪村，反映违规打井取水问题。从2017年下半年开始，有一绿化公司（不清楚名字）在西苍峪村（行政村）的上苍峪村（合并前的自然村）打井三口，不清楚井深，取水用于绿化公司浇树使用,无取水许可证。曾向12345政府热线反映，未处理；也曾向大队反映，答复无手续，但无法处理，希望核实处理违规打井取水问题。因打井地址无法准确描述，实名举报，可带领查看。（ 实名信息：姓名：何磊，证件号：11022819840731591X，手机号：18513370750 ）"
661,"2023年04月19日，称其家住北京市市辖区密云区冯家峪镇西苍峪村，反映违规打井取水问题。从2017年下半年开始，有一绿化公司（不清楚名字）在西苍峪村（行政村）的上苍峪村（合并前的自然村）打井三口，不清楚井深，取水用于绿化公司浇树使用,无取水许可证。曾向12345政府热线反映，未处理；也曾向大队反映，答复无手续，但无法处理，希望核实处理违规打井取水问题。因打井地址无法准确描述，实名举报，可带领查看。（ 实名信息：姓名：何磊，证件号：11022819840731591X，手机号：18513370750 ）"
9618,4月26日早七点，凉水河南侧步行道最西侧第一个下水管道，排出大量污水，胶皮味，油性水污染整个河道，行人经过呛到咳嗽=========================================注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号
14178,"4月5日在通州大运河边散步时看到河两岸都是钓鱼的人。虽然有警示标志，但不起任何作用。大运河的水资源也包括水生动植物，鱼类是保护水质的一环。如果鱼类减少是不是对大运河水资源的破坏。以前还有巡河的管理人员管控，现在怎么就没人管了？建议应加强对大运河资源的全面管控。保护好这历史的名片。通州大运河资源保护疫情期间没管理人员=========================================注：此单为微信服务号简易工单，内容为网民原文，市中心未做整理。工单来源：微信服务号注：经与通州区了解，大运河属于北京市水务局管辖,建议转派北京市水务局。"
2900,8.27日接到市民来电：投诉洗车店非法排污和偷换水表问题。市民表示是该店洗车会员，该洗车店有两块水表，一块商用水表160一吨，一块民用水表9块一吨，用水量特大，商用水表每个月才走1-2吨，这算不算偷水？污水全部排在楼下的花园里，家旁边有条河，不知道有没有排在河里有待证实，已经非法排污好几年。洗车店地址在大兴区旧宫镇庑殿路临16号104底商。
12618,"暗开收费栈道，周边水库污染严重，野蛮旅游正在伤害“野长城”（微信公众号“半月谈”）
https://mp.weixin.qq.com/s/SdRQ-x4d6f1b8M09LJ_6sQ
因野长城旅游火热，周边的农家乐、民宿、钓鱼、停车等生意非常兴隆，附近的黄花城水库已被严重污染。为防止水源受到污染，怀柔区水务局2010年立碑警告，请勿在河流、水库内钓鱼。半月谈记者6月、8月两次进入水库边的垂钓区暗访，都发现垂钓者们满载而归，留下一地垃圾：矿泉水瓶、零食袋、卫生纸。“只要给钱，想干嘛就干嘛，没人管。”一名垂钓者说。走在水库岸边，一股股恶臭从水面袭来。还有一个厕所直接建在水库边，供垂钓者和登长城者付费使用。半月谈记者在水库中段看到一条漂满褐藻和垃圾的臭水沟，臭水沟的尽头与水库相连。"
12594,八里桥地铁站往西，京通路北辅路北则草地垃圾一长串。有人随意丢垃圾。=========================================  注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号注：经市中心与朝阳区管庄地区核实——管庄地区接诉办蔡辉，经我地区现场核实，诉求人反映情况属实，请转北京市水务局北运河管理处。
9621,北京南站附近凉水河今日水面有油污w=============================注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号地址：丰台区西罗园街道北京丰台区凉水河
13842,北京市朝阳区管庄新村通惠河附近小飞虫漫天飞舞，走路都落脸上，是不是有什么危害，请问有什么办法处理一下么？=========================================注：此单为微信服务号简易工单，内容为网民原文，市中心未做整理。工单来源：微信服务号注：经与朝阳区管庄地区了解，经核实反映地点通惠河沿岸飞虫问题，我辖区已经联系河道管理处，经了解是由北京市水务局通惠河河道管理局定期杀虫，请转河道管理局。
328,北京市海淀区北太平庄区域河流（小月河）污染严重，水面上水华严重影响市容市貌，河流内生态遭到破坏，请求治理。
3611,北京市海淀区莫丽酒店（位于复兴路与西翠路交叉口西南角），每天晚上8：30一9：30时间内，在莫丽酒店东南角的位置，也就是停车场最南侧，有一个污水井，向旁边马路上的雨水井井口内排放污水。我有他们正在排放的相片。
3508,"北京市延庆区张山营镇上板泉村东区马来福（马小五）家（位置，村社区卫生服务中心东侧100米）违法在宅基地内打水井（正在施工）。村里已经安水表了，这是盗窃国家地下水资源。请尽快依法处理。

"
